  61.42710690 -115.73805137 
  71.42710690 -115.73794025 
  81.42710690 -115.73763171 
  91.42710690 -115.73720380 
 101.42710690 -115.73677192 
 111.42710690 -115.73646054 
 121.42710690 -115.73636299 
 131.42710690 -115.73650699 
 141.42710690 -115.73684705 
 151.42710690 -115.73728175 
 161.42710690 -115.73769211 
 171.42710690 -115.73797052 
 181.42710690 -115.73804931 
 191.42710690 -115.73790871 
 201.42710690 -115.73758305 
 211.42710690 -115.73715387 
 221.42710690 -115.73673457 
 231.42710690 -115.73644268 
 241.42710690 -115.73636606 
 251.42710690 -115.73653028 
 261.42710690 -115.73688733 
 271.42710690 -115.73733163 
 281.42710690 -115.73773692 
 291.42710690 -115.73799452 
 301.42710690 -115.73804211 
 311.42710690 -115.73787358 
 321.42710690 -115.73753372 
 331.42710690 -115.73711124 
 341.42710690 -115.73671473 
 351.42710690 -115.73644318 
 361.42710690 -115.73636564 
 371.42710690 -115.73650237 
 381.42710690 -115.73681927 
 391.42710690 -115.73723544 
 401.42710690 -115.73764447 
 411.42710690 -115.73794268 
